date,value,value_classification,price
2021-09-27,0,Extreme Fear,34517.21813012098
2021-09-28,0,Extreme Fear,34992.038155717026
2021-09-29,0,Extreme Fear,37053.92758304281
2021-09-30,1,Extreme Fear,36302.800419524974
2021-10-01,0,Extreme Fear,32709.030289072496
2021-10-02,0,Extreme Fear,32169.33114048919
2021-10-03,0,Extreme Fear,33289.25395089768
2021-10-04,2,Extreme Fear,33622.26225448319
2021-10-05,0,Extreme Fear,35511.44445395027
2021-10-06,4,Extreme Fear,47727.608408469394
2021-10-07,13,Extreme Fear,50326.529555191344
2021-10-08,11,Extreme Fear,53071.853659399356
2021-10-09,10,Extreme Fear,51905.79036684109
2021-10-10,18,Extreme Fear,52133.94642420069
2021-10-11,17,Extreme Fear,52436.62384703359
2021-10-12,18,Extreme Fear,53103.03655618736
2021-10-13,17,Extreme Fear,54892.92931586182
2021-10-14,22,Extreme Fear,54224.94995571901
2021-10-15,27,Fear,50373.8549758403
2021-10-16,27,Fear,50653.9028162109
2021-10-17,28,Fear,52017.81843215938
2021-10-18,29,Fear,55331.904812244444
2021-10-19,38,Fear,63387.558845332955
2021-10-20,51,Neutral,62716.52880041818
2021-10-21,56,Greed,63304.9432056356
2021-10-22,57,Greed,57845.68822225026
2021-10-23,55,Neutral,57257.46671851851
2021-10-24,58,Greed,61191.82045128758
2021-10-25,58,Greed,60366.992921040866
2021-10-26,58,Greed,60838.55909815415
2021-10-27,53,Neutral,58130.32187363597
2021-10-28,55,Neutral,55680.4657701979
2021-10-29,50,Neutral,55744.08129271936
2021-10-30,50,Neutral,54818.70681047108
2021-10-31,53,Neutral,54268.26757484435
2021-11-01,54,Neutral,53089.53126211669
2021-11-02,53,Neutral,54745.32632935384
2021-11-03,61,Greed,51890.38508959605
2021-11-04,57,Greed,52170.27321835657
2021-11-05,49,Neutral,50814.32780030579
2021-11-06,40,Fear,49750.45743894141
2021-11-07,35,Fear,50862.303881490436
2021-11-08,38,Fear,54208.28273313739
2021-11-09,30,Fear,50368.89633274488
2021-11-10,29,Fear,48103.28026059252
2021-11-11,28,Fear,50915.439249980634
2021-11-12,27,Fear,51936.43291274209
2021-11-13,22,Extreme Fear,49922.4463615785
2021-11-14,31,Fear,50577.853330217586
2021-11-15,24,Extreme Fear,47534.756395400764
2021-11-16,23,Extreme Fear,45483.53261194616
2021-11-17,25,Fear,47781.293050381835
2021-11-18,17,Extreme Fear,50384.91844541379
2021-11-19,20,Extreme Fear,51483.361397918794
2021-11-20,23,Extreme Fear,54445.26099844163
2021-11-21,28,Fear,57287.943037788085
2021-11-22,32,Fear,56007.03607863609
2021-11-23,33,Fear,56021.964920722334
2021-11-24,34,Fear,56043.01892422268
2021-11-25,25,Fear,54332.393263542726
2021-11-26,22,Extreme Fear,51172.34435350926
2021-11-27,24,Extreme Fear,50406.35963729221
2021-11-28,38,Fear,54017.97831123265
2021-11-29,40,Fear,56765.55284012584
2021-11-30,43,Fear,57646.722034903
2021-12-01,50,Neutral,60019.919770320164
2021-12-02,50,Neutral,59682.323538698496
2021-12-03,44,Fear,56686.35716367901
2021-12-04,40,Fear,55952.00006979745
2021-12-05,46,Neutral,58046.517448296276
2021-12-06,46,Neutral,58731.855176250785
2021-12-07,48,Neutral,57532.89543385744
2021-12-08,38,Fear,57999.591957187025
2021-12-09,52,Neutral,58584.03960604984
2021-12-10,61,Greed,64438.35021297094
2021-12-11,64,Greed,65711.24264360056
2021-12-12,65,Greed,70829.34600464876
2021-12-13,66,Greed,78151.81086701508
2021-12-14,66,Greed,81540.5704818058
2021-12-15,70,Greed,82553.2280422117
2021-12-16,65,Greed,82819.279292053
2021-12-17,71,Greed,78934.25171251838
2021-12-18,70,Greed,76087.48859691537
2021-12-19,73,Greed,81011.10683013708
2021-12-20,72,Greed,78987.04435296974
2021-12-21,68,Greed,79220.90759486075
2021-12-22,67,Greed,82629.05745727563
2021-12-23,64,Greed,83500.7817930879
2021-12-24,68,Greed,81229.1426505718
2021-12-25,70,Greed,78178.8803470588
2021-12-26,69,Greed,78283.91013309424
2021-12-27,76,Extreme Greed,76235.5060242078
2021-12-28,75,Greed,79376.95992750877
2021-12-29,68,Greed,71077.17868678784
2021-12-30,69,Greed,75766.35212641484
2021-12-31,65,Greed,76009.03875681864
2022-01-01,62,Greed,74102.38181807898
2022-01-02,59,Greed,72655.19041168876
2022-01-03,63,Greed,71000.15352174899
2022-01-04,55,Neutral,67869.82435544023
2022-01-05,54,Neutral,66281.60471476203
2022-01-06,55,Neutral,67421.18982748956
2022-01-07,52,Neutral,71005.65549840935
2022-01-08,62,Greed,78003.93869549481
2022-01-09,59,Greed,77954.91791931639
2022-01-10,54,Neutral,76688.35579272978
2022-01-11,45,Neutral,74148.88810729234
2022-01-12,36,Fear,73873.705813426
2022-01-13,27,Fear,74725.14764913345
2022-01-14,20,Extreme Fear,69731.9234922567
2022-01-15,18,Extreme Fear,66774.63657744437
2022-01-16,15,Extreme Fear,66725.7185291308
2022-01-17,22,Extreme Fear,68183.30042898074
2022-01-18,28,Fear,70871.22147790079
2022-01-19,24,Extreme Fear,70411.76723540014
2022-01-20,21,Extreme Fear,68925.24694989208
2022-01-21,27,Fear,71846.25740785882
2022-01-22,21,Extreme Fear,69273.41846472769
2022-01-23,21,Extreme Fear,69394.23015890144
2022-01-24,23,Extreme Fear,68351.47161277919
2022-01-25,22,Extreme Fear,71422.43085662952
2022-01-26,30,Fear,70459.49024232576
2022-01-27,26,Fear,71516.40806695141
2022-01-28,41,Fear,74691.32839725433
2022-01-29,38,Fear,73633.14209319753
2022-01-30,46,Neutral,86516.48383634079
2022-01-31,39,Fear,80916.1950285968
2022-02-01,38,Fear,81430.34066698063
2022-02-02,48,Neutral,74674.6277170538
2022-02-03,36,Fear,70132.89120957386
2022-02-04,34,Fear,70186.58566873393
2022-02-05,39,Fear,68400.92779098381
2022-02-06,32,Fear,67966.36577194087
2022-02-07,24,Extreme Fear,69532.77157629021
2022-02-08,20,Extreme Fear,67547.26196836265
2022-02-09,17,Extreme Fear,66084.68067703876
2022-02-10,20,Extreme Fear,64487.56875344569
2022-02-11,29,Fear,69714.32528009507
2022-02-12,23,Extreme Fear,68826.48177759956
2022-02-13,36,Fear,69543.24203519967
2022-02-14,41,Fear,70375.20275867962
2022-02-15,46,Neutral,76644.39323091725
2022-02-16,47,Neutral,72383.36694577186
2022-02-17,37,Fear,72903.2510091467
2022-02-18,36,Fear,69233.04190288411
2022-02-19,44,Fear,73663.27900453717
2022-02-20,42,Fear,73749.47099309979
2022-02-21,45,Neutral,76355.7999628987
2022-02-22,45,Neutral,76625.21237517214
2022-02-23,45,Neutral,76935.38366382115
2022-02-24,42,Fear,80026.98404090389
2022-02-25,47,Neutral,80937.20242397765
2022-02-26,52,Neutral,82833.83777238752
2022-02-27,45,Neutral,83047.39798841011
2022-02-28,43,Fear,82183.44203014209
2022-03-01,30,Fear,84220.0451420232
2022-03-02,36,Fear,82211.58124112144
2022-03-03,35,Fear,80083.71687092124
2022-03-04,39,Fear,74125.7244802602
2022-03-05,46,Neutral,74915.50250632015
2022-03-06,41,Fear,68944.70789068635
2022-03-07,38,Fear,67746.44196466767
2022-03-08,29,Fear,62286.473195451785
2022-03-09,25,Fear,59828.59226477889
2022-03-10,32,Fear,60282.2834568421
2022-03-11,33,Fear,61051.27085628679
2022-03-12,33,Fear,62079.309915060265
2022-03-13,30,Fear,62736.23755975259
2022-03-14,29,Fear,62432.67079709242
2022-03-15,33,Fear,62665.671987815585
2022-03-16,28,Fear,58405.152384170106
2022-03-17,21,Extreme Fear,57512.42874055195
2022-03-18,20,Extreme Fear,57650.006433287555
2022-03-19,22,Extreme Fear,56381.79335664667
2022-03-20,20,Extreme Fear,56833.65037426423
2022-03-21,20,Extreme Fear,60745.146565213574
2022-03-22,23,Extreme Fear,59886.23689305951
2022-03-23,22,Extreme Fear,59076.832646244635
2022-03-24,11,Extreme Fear,55911.77139396972
2022-03-25,13,Extreme Fear,57291.0179236049
2022-03-26,7,Extreme Fear,55181.15406633572
2022-03-27,12,Extreme Fear,60487.51471601763
2022-03-28,10,Extreme Fear,60307.17747242124
2022-03-29,7,Extreme Fear,54530.94975990253
2022-03-30,14,Extreme Fear,53183.98150128438
2022-03-31,5,Extreme Fear,49077.83883616317
2022-04-01,6,Extreme Fear,52011.478799116965
2022-04-02,9,Extreme Fear,51850.634966881735
2022-04-03,3,Extreme Fear,51127.16849692638
2022-04-04,8,Extreme Fear,49643.47454556589
2022-04-05,14,Extreme Fear,49985.39107448368
2022-04-06,6,Extreme Fear,49722.74104382538
2022-04-07,16,Extreme Fear,50019.18116947354
2022-04-08,18,Extreme Fear,49097.964483399264
2022-04-09,10,Extreme Fear,47036.65288324169
2022-04-10,11,Extreme Fear,49179.0037467098
2022-04-11,20,Extreme Fear,50748.36751698792
2022-04-12,8,Extreme Fear,45901.41659540262
2022-04-13,6,Extreme Fear,45050.80516953435
2022-04-14,5,Extreme Fear,43652.50749986233
2022-04-15,8,Extreme Fear,43117.58087581127
2022-04-16,11,Extreme Fear,44012.273090744544
2022-04-17,15,Extreme Fear,44005.41017951664
2022-04-18,9,Extreme Fear,42253.38655484871
2022-04-19,10,Extreme Fear,41219.04572707844
2022-04-20,8,Extreme Fear,43729.37083613956
2022-04-21,9,Extreme Fear,41399.371961025194
2022-04-22,3,Extreme Fear,39125.0010413299
2022-04-23,4,Extreme Fear,40503.67357100944
2022-04-24,8,Extreme Fear,38616.59151885546
2022-04-25,4,Extreme Fear,39301.994060673314
2022-04-26,8,Extreme Fear,38775.16802883121
2022-04-27,9,Extreme Fear,39756.47519414978
2022-04-28,17,Extreme Fear,42027.1112883838
2022-04-29,18,Extreme Fear,42085.90055944722
2022-04-30,41,Fear,63038.607642328345
2022-05-01,43,Fear,62055.75884101296
2022-05-02,48,Neutral,62900.127200965726
2022-05-03,53,Neutral,62349.96116155612
2022-05-04,54,Neutral,66208.9145840606
2022-05-05,49,Neutral,64043.334063380746
2022-05-06,53,Neutral,69616.22410804435
2022-05-07,54,Neutral,68896.08721116198
2022-05-08,51,Neutral,67164.87017239722
2022-05-09,49,Neutral,70297.28387571324
2022-05-10,48,Neutral,67212.38896897776
2022-05-11,53,Neutral,68830.92729519962
2022-05-12,62,Greed,66513.85508488928
2022-05-13,59,Greed,90909.37060339849
2022-05-14,53,Neutral,92796.22745559602
2022-05-15,52,Neutral,96498.74910806057
2022-05-16,53,Neutral,98583.141392867
2022-05-17,47,Neutral,102288.38658955166
2022-05-18,49,Neutral,104335.41569453968
2022-05-19,57,Greed,100107.4675263642
2022-05-20,51,Neutral,92497.55562366734
2022-05-21,56,Greed,89320.65424701222
2022-05-22,49,Neutral,92995.55027314942
2022-05-23,50,Neutral,82246.65519531645
2022-05-24,57,Greed,79467.66612624301
2022-05-25,53,Neutral,83735.05335127519
2022-05-26,52,Neutral,82161.6062270887
2022-05-27,60,Greed,81919.90797126772
2022-05-28,53,Neutral,84892.45488252564
2022-05-29,54,Neutral,90734.87239863428
2022-05-30,53,Neutral,88579.72863062828
2022-05-31,53,Neutral,98432.65864470195
2022-06-01,53,Neutral,96604.17360437958
2022-06-02,54,Neutral,97013.76483523977
2022-06-03,58,Greed,103029.58034350758
2022-06-04,59,Greed,100703.99747108038
2022-06-05,54,Neutral,97161.72564294579
2022-06-06,44,Fear,88225.31688085345
2022-06-07,50,Neutral,94750.0339260665
2022-06-08,56,Greed,116778.54647989843
2022-06-09,54,Neutral,112165.90686025874
2022-06-10,53,Neutral,117139.45709263606
2022-06-11,55,Neutral,114196.33520879835
2022-06-12,53,Neutral,114482.9026317137
2022-06-13,62,Greed,118790.2391378472
2022-06-14,54,Neutral,108542.81051608655
2022-06-15,43,Fear,106931.65843551495
2022-06-16,33,Fear,103015.00736018423
2022-06-17,30,Fear,102729.89909658032
2022-06-18,34,Fear,101822.28724621779
2022-06-19,35,Fear,98449.5862966114
2022-06-20,42,Fear,97508.51328642189
2022-06-21,42,Fear,104083.53347718707
2022-06-22,53,Neutral,107361.71581942694
2022-06-23,55,Neutral,96625.78993550099
2022-06-24,47,Neutral,98741.08549950104
2022-06-25,56,Greed,107297.69852941287
2022-06-26,55,Neutral,119499.59083518838
2022-06-27,51,Neutral,123765.41603122861
2022-06-28,57,Greed,126559.38096696188
2022-06-29,56,Greed,127013.88765460574
2022-06-30,58,Greed,132121.09430711978
2022-07-01,60,Greed,132780.50756114817
2022-07-02,57,Greed,131722.31919516774
2022-07-03,57,Greed,134358.14376498738
2022-07-04,61,Greed,135867.9799183462
2022-07-05,65,Greed,136699.7712543478
2022-07-06,71,Greed,137493.0569098162
2022-07-07,64,Greed,138759.9067174377
2022-07-08,60,Greed,141694.2224409717
2022-07-09,58,Greed,150029.08852393832
2022-07-10,59,Greed,147109.67696425898
2022-07-11,57,Greed,138959.80468393644
2022-07-12,62,Greed,141649.71646182225
2022-07-13,64,Greed,139135.20998099627
2022-07-14,69,Greed,147059.19220988572
2022-07-15,61,Greed,146381.0430197564
2022-07-16,64,Greed,146048.9839155854
2022-07-17,60,Greed,137392.08409759536
2022-07-18,54,Neutral,123096.20216871236
2022-07-19,54,Neutral,115809.96812888014
2022-07-20,55,Neutral,116001.1481390288
2022-07-21,53,Neutral,116068.95394935858
2022-07-22,36,Fear,109446.91755476141
2022-07-23,41,Fear,105883.77662532999
2022-07-24,44,Fear,107679.26508782987
2022-07-25,41,Fear,107458.56890966422
2022-07-26,36,Fear,113510.47244114854
2022-07-27,34,Fear,111640.11463222386
2022-07-28,30,Fear,117675.6705044309
2022-07-29,28,Fear,118334.09868336166
2022-07-30,27,Fear,117415.4489033687
2022-07-31,23,Extreme Fear,110404.75839007834
2022-08-01,25,Fear,112833.0570344307
2022-08-02,25,Fear,115962.7023323776
2022-08-03,25,Fear,113341.63408638636
2022-08-04,18,Extreme Fear,110938.45736855207
2022-08-05,18,Extreme Fear,111217.86974936037
2022-08-06,21,Extreme Fear,107192.63085057307
2022-08-07,21,Extreme Fear,97715.42779299074
2022-08-08,12,Extreme Fear,102112.47052826722
2022-08-09,11,Extreme Fear,108821.99832513036
2022-08-10,18,Extreme Fear,115526.81014127277
2022-08-11,15,Extreme Fear,117519.83825043708
2022-08-12,16,Extreme Fear,115392.41366007701
2022-08-13,15,Extreme Fear,112088.6498196761
2022-08-14,10,Extreme Fear,112171.53568464277
2022-08-15,17,Extreme Fear,115777.75246417309
2022-08-16,23,Extreme Fear,117127.0015044383
2022-08-17,22,Extreme Fear,108550.02916397246
2022-08-18,26,Fear,105593.66373766998
2022-08-19,28,Fear,105806.70353163301
2022-08-20,27,Fear,97771.563366113
2022-08-21,26,Fear,97461.55250271755
2022-08-22,27,Fear,95460.46116258347
2022-08-23,24,Extreme Fear,95702.20066208158
2022-08-24,28,Fear,94323.0325153997
2022-08-25,24,Extreme Fear,93000.79240511403
2022-08-26,20,Extreme Fear,90275.36624932702
2022-08-27,14,Extreme Fear,88137.97787605827
2022-08-28,15,Extreme Fear,86994.36033344617
2022-08-29,16,Extreme Fear,84920.44831626063
2022-08-30,17,Extreme Fear,85196.2436627403
2022-08-31,18,Extreme Fear,82648.24360072815
2022-09-01,9,Extreme Fear,77008.11591058913
2022-09-02,9,Extreme Fear,70583.14543200364
2022-09-03,11,Extreme Fear,68270.24275706137
2022-09-04,8,Extreme Fear,64977.450182310844
2022-09-05,8,Extreme Fear,65340.806273502334
2022-09-06,10,Extreme Fear,65862.63016676341
2022-09-07,5,Extreme Fear,60569.79878865541
2022-09-08,15,Extreme Fear,60210.20698146706
2022-09-09,20,Extreme Fear,55489.71084834066
2022-09-10,18,Extreme Fear,55235.171875146065
2022-09-11,9,Extreme Fear,57502.31367513349
2022-09-12,10,Extreme Fear,56038.26966657108
2022-09-13,9,Extreme Fear,51240.64547829285
2022-09-14,12,Extreme Fear,50046.56448762456
2022-09-15,11,Extreme Fear,49936.8906575214
2022-09-16,13,Extreme Fear,48345.735856289255
2022-09-17,10,Extreme Fear,47271.80388885632
2022-09-18,12,Extreme Fear,47199.51287388425
2022-09-19,4,Extreme Fear,51738.565349694756
2022-09-20,1,Extreme Fear,54629.98307597638
2022-09-21,5,Extreme Fear,58643.11589831432
2022-09-22,2,Extreme Fear,60931.23204495644
2022-09-23,6,Extreme Fear,58982.38546398392
2022-09-24,11,Extreme Fear,58125.2281088886
2022-09-25,4,Extreme Fear,58038.17067353121
2022-09-26,5,Extreme Fear,59540.274340652715
2022-09-27,0,Extreme Fear,60297.12167961605
2022-09-28,3,Extreme Fear,58001.47794336669
2022-09-29,7,Extreme Fear,56598.67489824292
2022-09-30,10,Extreme Fear,57787.28304169639
2022-10-01,12,Extreme Fear,59423.34364300308
2022-10-02,16,Extreme Fear,58987.56261776264
2022-10-03,17,Extreme Fear,59252.61683145392
2022-10-04,27,Fear,61559.17545989565
2022-10-05,27,Fear,63062.00769776574
2022-10-06,24,Extreme Fear,64113.11838249933
2022-10-07,52,Neutral,69331.27512243557
2022-10-08,46,Neutral,71870.40116821123
2022-10-09,60,Greed,72595.70760596375
2022-10-10,64,Greed,69876.53553785589
2022-10-11,61,Greed,68933.41460155304
2022-10-12,68,Greed,71962.71608119708
2022-10-13,74,Greed,71226.9899625072
2022-10-14,72,Greed,71905.83143301445
2022-10-15,71,Greed,67980.48569632097
2022-10-16,69,Greed,64353.29312643975
2022-10-17,67,Greed,68424.17945938389
2022-10-18,70,Greed,69885.49229554716
2022-10-19,74,Greed,68568.7423334035
2022-10-20,69,Greed,70507.69371889354
2022-10-21,57,Greed,70098.6709906421
2022-10-22,57,Greed,72058.74098002812
2022-10-23,53,Neutral,65948.37060561465
2022-10-24,52,Neutral,68867.5716244389
2022-10-25,57,Greed,69726.94312014873
2022-10-26,55,Neutral,69379.56836814078
2022-10-27,48,Neutral,66683.13027781068
2022-10-28,50,Neutral,64325.37834565328
2022-10-29,51,Neutral,64387.37791769726
2022-10-30,49,Neutral,62153.29039194636
2022-10-31,46,Neutral,62260.89578099315
2022-11-01,49,Neutral,63913.483579222215
2022-11-02,49,Neutral,66270.37466877219
2022-11-03,47,Neutral,67460.09416026098
2022-11-04,41,Fear,63992.32072467495
2022-11-05,39,Fear,62264.34682054951
2022-11-06,37,Fear,63214.31888830764
2022-11-07,32,Fear,65793.90038824479
2022-11-08,30,Fear,69704.1279509595
2022-11-09,42,Fear,71608.69643177428
2022-11-10,38,Fear,68329.11817714378
2022-11-11,35,Fear,71203.16068832294
2022-11-12,35,Fear,71657.06615473694
2022-11-13,41,Fear,71577.10416452136
2022-11-14,46,Neutral,76708.9537633841
2022-11-15,55,Neutral,74136.31732933503
2022-11-16,53,Neutral,74611.73733210615
2022-11-17,49,Neutral,70589.27259424469
2022-11-18,47,Neutral,74437.37618160096
2022-11-19,45,Neutral,73834.0480030643
2022-11-20,43,Fear,75283.42658457498
2022-11-21,45,Neutral,75731.45460569303
2022-11-22,47,Neutral,72709.45742407277
2022-11-23,47,Neutral,68820.39383307353
2022-11-24,42,Fear,67941.0936544289
2022-11-25,17,Extreme Fear,49893.364654816294
2022-11-26,7,Extreme Fear,46581.23783621757
2022-11-27,15,Extreme Fear,51449.2753458709
2022-11-28,24,Extreme Fear,67195.29777905603
2022-11-29,30,Fear,67160.4380135174
2022-11-30,27,Fear,63190.818001438856
2022-12-01,21,Extreme Fear,65147.88789930489
2022-12-02,18,Extreme Fear,62705.52507864026
2022-12-03,20,Extreme Fear,63148.226066343384
2022-12-04,29,Fear,65881.37557067398
2022-12-05,26,Fear,67226.15500881318
2022-12-06,28,Fear,68565.20301460147
2022-12-07,32,Fear,70804.90963525372
2022-12-08,23,Extreme Fear,71837.8583355118
2022-12-09,27,Fear,68898.12594644328
2022-12-10,26,Fear,69284.89882666394
2022-12-11,19,Extreme Fear,67228.19267249998
2022-12-12,13,Extreme Fear,69650.47339529077
2022-12-13,15,Extreme Fear,70160.54170038567
2022-12-14,10,Extreme Fear,67799.41855601515
2022-12-15,11,Extreme Fear,69329.51122696656
2022-12-16,11,Extreme Fear,66210.44579964029
2022-12-17,22,Extreme Fear,67820.05359102302
2022-12-18,20,Extreme Fear,71818.16015517025
2022-12-19,19,Extreme Fear,67605.42738021692
2022-12-20,14,Extreme Fear,66121.02438454215
2022-12-21,12,Extreme Fear,67143.28545266693
2022-12-22,9,Extreme Fear,68319.84706309826
2022-12-23,21,Extreme Fear,72405.697760707
2022-12-24,32,Fear,73552.94289501742
2022-12-25,53,Neutral,74186.9993937354
2022-12-26,61,Greed,78027.10901309692
2022-12-27,60,Greed,77722.38490525869
2022-12-28,58,Greed,73639.84334719244
2022-12-29,53,Neutral,77832.10838911921
2022-12-30,63,Greed,76245.56387344297
2022-12-31,53,Neutral,77266.65445902375
2023-01-01,64,Greed,83969.27905356645
2023-01-02,68,Greed,80438.56014987626
2023-01-03,69,Greed,88204.73683170893
2023-01-04,62,Greed,87546.50393459697
2023-01-05,68,Greed,90395.26482274164
2023-01-06,65,Greed,94527.28860317337
2023-01-07,65,Greed,96293.73898532818
2023-01-08,65,Greed,95243.18401283813
2023-01-09,62,Greed,96592.93920341927
2023-01-10,70,Greed,97632.08655289306
2023-01-11,68,Greed,133185.57399669712
2023-01-12,60,Greed,129988.61217401987
2023-01-13,56,Greed,133487.8413672232
2023-01-14,59,Greed,131209.89766489776
2023-01-15,60,Greed,125199.63977018042
2023-01-16,55,Neutral,126186.44633464623
2023-01-17,48,Neutral,131338.1356890576
2023-01-18,54,Neutral,130239.29820121094
2023-01-19,59,Greed,125410.54095190206
2023-01-20,61,Greed,130624.27241556738
2023-01-21,59,Greed,146948.251512208
2023-01-22,55,Neutral,155861.30258820768
2023-01-23,60,Greed,155349.25957419688
2023-01-24,61,Greed,145800.7580912639
2023-01-25,55,Neutral,146850.40030528794
2023-01-26,50,Neutral,152107.0414962613
2023-01-27,50,Neutral,147485.63943342984
2023-01-28,50,Neutral,141223.9258343168
2023-01-29,52,Neutral,143830.32715918904
2023-01-30,49,Neutral,145841.61443058893
2023-01-31,55,Neutral,141525.71605720092
2023-02-01,53,Neutral,137576.12777557055
2023-02-02,52,Neutral,128566.89147159818
2023-02-03,55,Neutral,129690.81577807872
2023-02-04,54,Neutral,151783.95802655932
2023-02-05,51,Neutral,145026.93885789826
2023-02-06,52,Neutral,151785.6663967211
2023-02-07,51,Neutral,167536.49900387917
2023-02-08,53,Neutral,175102.96295263807
2023-02-09,58,Greed,170554.93330714136
2023-02-10,58,Greed,178412.03901598745
2023-02-11,58,Greed,168364.42992570647
2023-02-12,57,Greed,169411.6511585058
2023-02-13,63,Greed,180229.4040229524
2023-02-14,56,Greed,179298.2905460654
2023-02-15,59,Greed,178057.68695672194
2023-02-16,66,Greed,169351.597599303
2023-02-17,65,Greed,166481.37183385994
2023-02-18,61,Greed,168448.0376737328
2023-02-19,61,Greed,169924.5245623956
2023-02-20,61,Greed,173407.52869436564
2023-02-21,50,Neutral,184735.87397991787
2023-02-22,58,Greed,196783.9564679696
2023-02-23,60,Greed,203250.68424962068
2023-02-24,63,Greed,202654.4513286272
2023-02-25,61,Greed,197763.11485627035
2023-02-26,60,Greed,208860.35929565484
2023-02-27,61,Greed,218222.27938192568
2023-02-28,64,Greed,208336.30221769973
2023-03-01,72,Greed,211633.37488407653
2023-03-02,69,Greed,202953.3377436388
2023-03-03,70,Greed,199521.83015687225
2023-03-04,67,Greed,206218.38464656353
2023-03-05,65,Greed,213529.23352924324
2023-03-06,65,Greed,197190.19959771863
2023-03-07,67,Greed,194267.55969661303
2023-03-08,73,Greed,201648.9313634943
2023-03-09,62,Greed,197959.42022574457
2023-03-10,58,Greed,196990.11419157183
2023-03-11,47,Neutral,187768.12710081539
2023-03-12,45,Neutral,190322.5609607194
2023-03-13,52,Neutral,198116.10492534091
2023-03-14,50,Neutral,190942.36640050384
2023-03-15,46,Neutral,186408.84340088276
2023-03-16,46,Neutral,188692.6949321433
2023-03-17,45,Neutral,184746.86751258548
2023-03-18,47,Neutral,187471.650091381
2023-03-19,50,Neutral,196130.35133665567
2023-03-20,56,Greed,196361.92412673644
2023-03-21,50,Neutral,191238.90867360367
2023-03-22,53,Neutral,202417.34190740777
2023-03-23,36,Fear,195792.50662693448
2023-03-24,34,Fear,200613.56678126522
2023-03-25,42,Fear,207723.57634741612
2023-03-26,38,Fear,205406.61873747825
2023-03-27,41,Fear,192187.86405794177
2023-03-28,34,Fear,200447.5519528003
2023-03-29,19,Extreme Fear,172592.1784339614
2023-03-30,21,Extreme Fear,176373.7488995496
2023-03-31,28,Fear,189347.27354002927
2023-04-01,30,Fear,187646.14707401517
2023-04-02,29,Fear,186678.6039144616
2023-04-03,26,Fear,192119.4284933297
2023-04-04,30,Fear,189090.3546865465
2023-04-05,31,Fear,187915.7668500282
2023-04-06,27,Fear,182305.06064627034
2023-04-07,25,Fear,179649.67942702997
2023-04-08,27,Fear,177411.61558497103
2023-04-09,33,Fear,174548.57476018142
2023-04-10,36,Fear,186590.4291074484
2023-04-11,42,Fear,201083.9986109131
2023-04-12,37,Fear,196870.8785006247
2023-04-13,31,Fear,186187.29014645398
2023-04-14,36,Fear,175828.84832379242
2023-04-15,28,Fear,170276.08939917476
2023-04-16,25,Fear,176014.01674454505
2023-04-17,14,Extreme Fear,134894.89313503806
2023-04-18,7,Extreme Fear,140336.3953074577
2023-04-19,4,Extreme Fear,134048.33073478463
2023-04-20,0,Extreme Fear,138479.2181168069
2023-04-21,4,Extreme Fear,143783.3030822387
2023-04-22,6,Extreme Fear,151398.12900379722
2023-04-23,7,Extreme Fear,149808.4654713154
2023-04-24,7,Extreme Fear,144779.0073137613
2023-04-25,1,Extreme Fear,136544.3060817377
2023-04-26,2,Extreme Fear,139953.2750596099
2023-04-27,4,Extreme Fear,148747.94703459446
2023-04-28,14,Extreme Fear,146764.90599371213
2023-04-29,18,Extreme Fear,154898.13741282714
2023-04-30,12,Extreme Fear,158416.73302530102
2023-05-01,19,Extreme Fear,162505.06482827073
2023-05-02,15,Extreme Fear,159291.57879024342
2023-05-03,18,Extreme Fear,167776.28203461945
2023-05-04,20,Extreme Fear,169207.5299896745
2023-05-05,28,Fear,172010.18251196586
2023-05-06,35,Fear,186038.59150115593
2023-05-07,37,Fear,180380.45446758874
2023-05-08,32,Fear,178444.31656294092
2023-05-09,36,Fear,179888.57801759377
2023-05-10,26,Fear,181374.14966762374
2023-05-11,21,Extreme Fear,180054.31510132103
2023-05-12,23,Extreme Fear,183259.37176118174
2023-05-13,34,Fear,195160.0285325124
2023-05-14,39,Fear,196187.82133153602
2023-05-15,45,Neutral,189033.9346424852
2023-05-16,42,Fear,194433.40836463313
2023-05-17,57,Greed,196596.61375233336
2023-05-18,64,Greed,195367.8649903061
2023-05-19,67,Greed,206826.4507197
2023-05-20,72,Greed,193376.86080110274
2023-05-21,62,Greed,175760.9128300579
2023-05-22,52,Neutral,162602.8499987809
2023-05-23,40,Fear,165282.36927564544
2023-05-24,47,Neutral,161823.05367408975
2023-05-25,51,Neutral,162562.30547435067
2023-05-26,56,Greed,176253.57613088857
2023-05-27,65,Greed,190223.814282287
2023-05-28,65,Greed,191302.56912931157
2023-05-29,57,Greed,188929.2244642946
2023-05-30,52,Neutral,185013.47742990748
2023-05-31,58,Greed,197237.5860234263
2023-06-01,58,Greed,213476.9368948492
2023-06-02,57,Greed,223083.451641577
2023-06-03,57,Greed,226104.44245917085
2023-06-04,66,Greed,226194.25649008914
2023-06-05,63,Greed,231665.1851007983
2023-06-06,66,Greed,234414.55095447632
2023-06-07,60,Greed,231860.42062328555
2023-06-08,65,Greed,230374.78757255414
2023-06-09,58,Greed,228956.75649700713
2023-06-10,62,Greed,237136.6306434697
2023-06-11,60,Greed,231070.92421234585
2023-06-12,49,Neutral,223386.37778606813
